Meal_Name,Meal_Type,Calories_kcal,Protein_g,Carbs_g,Fats_g
Herb Sprouts,Lunch,432,39.7,119.4,38.5
Butter Salad,Dinner,335,19.5,69.5,21.9
Spicy Dosa,Breakfast,413,42.5,77.5,18.2
Grilled Idli,Lunch,159,42.6,35.4,5.8
Spicy Pulao,Breakfast,371,41.9,19.9,33.3
High Protein Idli,Lunch,721,43.5,19.2,18.1
High Protein Mushroom,Snack,316,14.7,64.9,7.4
Dry White Rice,Lunch,457,43.7,30.2,21.8
Dry Sprouts,Snack,709,25.5,79.2,24.1
High Protein Egg,Snack,233,49.6,20.1,6.1
Classic Brown Rice,Dinner,155,16.4,24.4,33.3
Vegan Paratha,Lunch,293,10.2,110.9,31.6
Tandoori Idli,Dinner,483,8.1,115.2,28.3
Vegan Oats,Snack,181,7.1,33.5,38.7
Vegan Brown Rice,Snack,543,41.8,108.5,18.7
Curry Fish,Lunch,678,32.5,45.2,33.2
Mild Dal,Snack,380,19.9,119.8,18.4
Garlic Brown Rice,Dinner,289,26.8,95.2,29.3
Masala Quinoa,Breakfast,611,46.2,14.9,8.1
Curry Dosa,Breakfast,275,37.9,39.9,25.4
Steamed Oats,Breakfast,283,40.7,107.0,16.0
Herb Paratha,Snack,581,29.3,86.5,11.7
Herb Roti,Lunch,796,6.5,98.0,37.8
Mild Lentil,Dinner,326,49.8,29.6,6.3
Roasted Poha,Lunch,488,31.7,35.1,6.7
Masala Sandwich,Snack,448,11.5,23.1,18.5
Tandoori Fish,Breakfast,195,39.8,108.6,10.1
Vegan Sandwich,Lunch,605,5.5,58.7,24.3
Masala Tofu,Dinner,388,27.5,117.1,29.0
Fried Khichdi,Breakfast,676,5.7,60.3,14.4
Vegan Chole,Breakfast,404,38.8,106.5,24.9
Roasted Quinoa,Snack,243,22.8,117.3,38.1
Roasted Dosa,Lunch,521,15.1,18.7,28.3
Masala Paneer,Dinner,607,41.3,42.3,33.6
Classic Idli,Dinner,293,29.1,68.9,19.8
Masala Upma,Snack,266,17.3,16.4,32.5
Tandoori Lentil,Lunch,493,18.1,17.6,36.7
Garlic Sandwich,Breakfast,447,7.4,109.9,17.5
Spicy Smoothie,Dinner,385,7.4,17.1,22.0
Masala Mushroom,Breakfast,641,42.5,24.5,15.2
Roasted Rajma,Snack,612,12.4,86.5,34.2
Tandoori Lentil,Snack,227,32.8,38.9,30.2
Masala Sandwich,Breakfast,778,43.9,20.4,18.8
Spicy Roti,Breakfast,692,24.2,111.7,36.5
High Protein Poha,Breakfast,800,21.0,103.8,24.0
Grilled Idli,Lunch,745,9.9,115.8,34.0
Vegan White Rice,Lunch,709,16.3,19.8,17.8
Vegan Idli,Breakfast,617,40.5,34.7,24.2
Herb Salad,Lunch,628,6.8,102.2,15.5
Spicy Mushroom,Dinner,572,30.7,80.7,12.1
Vegan Fish,Breakfast,199,8.8,30.5,32.2
Grilled Dal,Lunch,510,32.2,78.5,21.1
High Protein White Rice,Snack,586,28.1,41.3,36.8
Vegan Fish,Snack,777,8.3,15.4,19.3
Masala Fish,Lunch,470,48.9,102.2,20.8
Grilled Brown Rice,Breakfast,514,40.3,79.6,6.7
Spicy Pulao,Dinner,745,20.0,11.5,13.2
Mild Sprouts,Snack,350,23.1,47.3,30.8
Tandoori Paratha,Lunch,239,27.7,99.7,36.6
Curry Salad,Snack,285,48.9,46.4,23.7
Spicy Rajma,Snack,718,28.7,61.2,19.5
Classic Fish,Dinner,658,14.1,74.9,36.5
Garlic Dosa,Breakfast,673,21.1,71.2,9.6
Garlic Chole,Dinner,278,47.0,34.5,32.7
Curry Paratha,Dinner,240,28.8,25.5,23.9
Herb Sandwich,Lunch,723,29.2,74.4,38.2
High Protein Biryani,Dinner,288,24.2,74.6,33.9
Butter Soya,Breakfast,625,36.1,50.9,39.0
Grilled Quinoa,Snack,417,28.3,100.3,18.8
Curry Idli,Breakfast,203,20.1,75.1,32.0
Steamed White Rice,Dinner,739,9.2,119.2,36.5
Spicy Salad,Dinner,214,30.0,115.4,25.2
Garlic Paratha,Breakfast,168,42.9,69.8,27.9
Herb Salad,Dinner,731,19.0,29.3,17.7
Steamed Rajma,Breakfast,222,6.7,31.7,39.1
Mild Soup,Snack,400,13.1,54.9,29.2
Steamed Biryani,Snack,570,9.9,63.2,19.9
Steamed Roti,Breakfast,294,26.9,10.8,26.1
Garlic Sandwich,Snack,790,13.4,115.0,11.4
Dry Poha,Dinner,708,43.5,68.9,18.5
Herb Poha,Lunch,656,47.3,14.6,38.9
Vegan Roti,Snack,279,5.5,104.2,36.8
Herb Chicken,Dinner,475,49.5,63.3,23.7
Butter Roti,Dinner,359,9.3,25.6,38.3
Steamed Roti,Snack,302,11.9,39.4,34.0
Butter White Rice,Breakfast,493,46.2,118.8,22.7
Spicy Lentil,Dinner,641,44.0,38.2,38.3
Herb Salad,Snack,271,20.6,83.3,33.6
Grilled White Rice,Dinner,267,6.1,45.5,14.8
Mild Biryani,Lunch,399,23.6,87.0,11.0
Vegan Biryani,Snack,488,8.5,78.4,17.4
Garlic Dosa,Lunch,649,11.3,41.3,23.1
Curry Roti,Snack,201,42.3,10.2,5.3
Butter Roti,Breakfast,665,7.2,110.7,24.3
Garlic Chicken,Dinner,428,33.7,61.9,22.2
Garlic Rajma,Breakfast,493,23.7,89.7,37.8
Mild Soup,Lunch,390,19.5,76.4,30.0
Masala Poha,Breakfast,353,11.0,119.8,21.3
Mild Egg,Breakfast,640,37.4,26.9,10.0
Dry Paneer,Dinner,347,10.0,10.4,31.3
Grilled Dal,Snack,295,34.9,111.5,11.3
Garlic White Rice,Breakfast,733,31.3,100.1,22.3
Masala Quinoa,Dinner,768,16.0,55.3,38.3
Steamed Brown Rice,Breakfast,766,12.1,63.1,36.3
Fried Idli,Breakfast,509,21.0,44.8,35.6
Steamed Sandwich,Dinner,474,12.2,21.0,37.5
Herb Salad,Dinner,573,27.5,50.3,17.6
Spicy Paratha,Lunch,513,23.2,58.9,39.0
Mild Roti,Breakfast,576,7.3,115.2,17.7
Dry Lentil,Breakfast,449,7.6,76.1,30.5
Curry Soup,Breakfast,317,17.4,83.6,15.0
Classic Poha,Breakfast,332,14.6,58.6,5.1
Roasted Idli,Snack,240,40.5,59.7,9.1
Herb Fish,Snack,340,5.5,66.6,9.2
Curry Brown Rice,Dinner,734,19.4,66.1,38.0
Garlic Pulao,Lunch,720,30.3,58.5,5.0
Butter Quinoa,Snack,225,14.4,43.9,9.0
Vegan Sprouts,Snack,664,24.5,51.5,11.4
Roasted Soup,Breakfast,620,42.8,72.2,6.9
Curry Poha,Snack,472,10.6,42.5,14.0
Tandoori Tofu,Snack,740,41.1,118.6,16.4
Fried Idli,Dinner,504,27.4,59.0,21.0
Fried Khichdi,Dinner,440,10.0,90.0,39.4
Herb Idli,Snack,472,25.6,11.2,19.8
High Protein Fish,Snack,790,47.9,24.3,25.4
Steamed Sprouts,Lunch,722,24.8,10.2,8.5
Grilled Sprouts,Dinner,199,26.0,93.9,24.2
Roasted Paneer,Lunch,260,25.5,96.7,22.3
Steamed White Rice,Lunch,741,27.8,94.9,27.0
Classic Tofu,Breakfast,460,47.8,92.7,6.6
Grilled Chicken,Snack,740,6.9,36.8,15.5
Spicy Dosa,Lunch,317,37.9,34.6,38.3
Grilled White Rice,Snack,519,23.5,14.8,39.6
Mild Poha,Breakfast,477,15.0,70.7,5.7
Low Fat Quinoa,Dinner,274,38.0,92.4,11.1
Mild Pulao,Snack,546,22.8,118.8,30.2
Masala White Rice,Snack,277,26.3,56.4,22.8
Classic Soup,Breakfast,784,15.6,64.9,29.2
Steamed Chole,Lunch,356,30.0,44.5,22.8
Butter Rajma,Snack,523,49.9,90.3,28.2
Dry Biryani,Snack,238,34.4,74.3,37.9
Vegan Chole,Lunch,416,20.6,17.9,28.1
Fried Biryani,Lunch,404,26.8,49.7,28.5
Butter Soya,Snack,659,6.7,23.0,36.3
High Protein Biryani,Dinner,265,40.2,93.5,5.7
Garlic Fish,Lunch,646,15.8,73.7,24.8
Dry Chole,Lunch,405,26.9,12.5,27.9
Butter Khichdi,Lunch,778,15.7,112.2,27.3
Grilled Paneer,Dinner,311,22.8,34.0,40.0
High Protein Poha,Lunch,345,30.7,87.0,16.3
Steamed Sprouts,Dinner,499,7.7,30.3,6.3
Herb Quinoa,Dinner,713,26.5,95.7,13.0
Vegan Tofu,Breakfast,536,31.5,39.1,13.5
Fried Paneer,Lunch,415,6.5,96.7,10.5
Spicy Sprouts,Dinner,508,22.0,13.0,6.0
Mild Egg,Snack,620,40.9,59.3,28.5
High Protein Soup,Dinner,390,16.8,96.1,27.0
Butter Brown Rice,Lunch,703,7.4,72.0,37.2
Garlic Tofu,Snack,165,31.8,106.8,33.2
Dry Rajma,Dinner,496,44.6,104.6,33.8
Curry Paneer,Dinner,710,16.4,40.9,19.9
Tandoori Pulao,Dinner,294,44.3,25.3,27.4
Masala Tofu,Breakfast,738,32.6,21.3,6.3
Masala Fish,Lunch,708,20.4,21.2,14.8
Roasted Paneer,Breakfast,632,34.8,52.2,32.7
Masala Paratha,Lunch,395,7.0,42.6,24.0
Butter Khichdi,Snack,649,35.2,103.4,37.8
Mild Sandwich,Dinner,181,12.3,118.2,29.5
Herb Poha,Dinner,673,12.9,93.0,22.5
Mild Tofu,Snack,218,30.0,13.0,21.1
Vegan Upma,Lunch,382,7.5,117.6,18.8
Fried Chicken,Dinner,181,32.3,52.8,28.3
Steamed Mushroom,Dinner,786,33.0,94.8,26.9
Vegan Soup,Snack,202,17.1,76.9,36.9
Roasted Chole,Lunch,373,46.4,18.0,26.5
Garlic Khichdi,Lunch,421,40.3,107.6,22.7
Classic Brown Rice,Dinner,324,24.2,119.5,18.9
Tandoori Khichdi,Dinner,338,16.2,51.6,24.5
Masala Roti,Breakfast,431,28.5,13.1,34.3
Herb Paneer,Snack,330,14.4,87.2,30.1
Steamed Paneer,Dinner,551,13.5,75.7,16.3
Classic Pulao,Lunch,312,34.0,86.6,37.8
Grilled Dal,Breakfast,404,26.1,63.6,19.9
Grilled Soup,Lunch,725,27.2,29.5,24.3
Steamed Rajma,Snack,421,6.6,27.2,32.8
Dry Pulao,Dinner,571,41.3,84.4,7.0
Grilled Brown Rice,Lunch,653,38.0,39.0,33.5
Vegan Oats,Lunch,375,45.4,11.3,27.5
Vegan Mushroom,Breakfast,746,38.9,74.1,6.5
Garlic Mushroom,Snack,172,9.3,78.0,20.9
Low Fat Rajma,Snack,372,41.3,72.3,19.7
Garlic Soya,Breakfast,359,28.6,25.9,17.3
Low Fat Sandwich,Lunch,251,23.7,30.6,27.7
High Protein Dosa,Dinner,327,48.1,106.7,37.8
Grilled Smoothie,Breakfast,376,23.2,49.3,24.6
Spicy Paneer,Dinner,338,45.1,28.1,19.9
Grilled Biryani,Breakfast,713,19.7,37.4,31.7
Dry Upma,Breakfast,153,47.2,23.2,28.9
Vegan Salad,Breakfast,219,21.3,41.8,8.6
Roasted Oats,Lunch,440,17.0,47.0,30.1
Fried Brown Rice,Snack,208,19.5,17.5,18.7
Classic Salad,Breakfast,594,28.4,44.6,26.9
Masala Biryani,Dinner,550,28.0,75.8,19.4
Vegan White Rice,Breakfast,442,34.7,26.6,16.3
Roasted Sandwich,Lunch,157,38.3,84.8,9.8
Grilled Biryani,Lunch,361,43.9,61.3,6.0
Steamed Soya,Lunch,753,28.0,89.6,33.8
Low Fat Chicken,Snack,527,19.0,67.4,27.7
Garlic Lentil,Snack,447,25.5,73.1,14.5
Mild White Rice,Lunch,765,39.3,56.9,14.3
Herb Egg,Breakfast,256,26.8,77.3,28.0
Steamed Dal,Dinner,699,6.8,28.5,7.1
Classic Poha,Snack,340,31.3,24.4,8.8
High Protein Salad,Lunch,680,23.6,76.4,26.4
Mild Oats,Lunch,625,25.5,21.2,26.6
Herb Khichdi,Dinner,700,20.1,42.9,38.0
Dry Brown Rice,Lunch,362,9.9,113.5,32.8
Spicy Mushroom,Snack,497,38.2,32.2,10.1
Garlic Soup,Lunch,384,30.8,50.1,34.4
Mild Chole,Lunch,476,33.5,62.6,10.5
Dry Biryani,Breakfast,430,21.3,96.3,32.3
Spicy Soup,Lunch,645,37.0,42.0,36.4
Vegan Pulao,Breakfast,798,27.8,96.2,15.2
Grilled Pulao,Breakfast,389,46.9,48.9,21.7
High Protein Mushroom,Breakfast,338,30.6,84.0,10.7
Herb Sandwich,Breakfast,315,39.1,107.6,29.6
Mild Oats,Snack,487,21.4,55.8,8.0
Steamed Rajma,Breakfast,518,26.9,33.9,35.9
Low Fat Upma,Snack,461,39.5,46.7,19.3
Spicy White Rice,Dinner,584,28.0,86.8,18.3
Vegan Chicken,Lunch,159,42.5,31.9,12.0
Mild Egg,Breakfast,672,44.6,41.3,18.0
Grilled Quinoa,Breakfast,163,37.3,84.6,19.7
Roasted Dal,Breakfast,761,49.3,30.2,16.2
Mild Paratha,Breakfast,780,10.1,89.7,22.7
Masala Chole,Lunch,527,14.3,48.4,37.8
Vegan Chole,Lunch,275,11.8,43.1,7.9
Mild Sandwich,Breakfast,684,38.7,31.5,21.2
Mild Salad,Snack,362,13.6,23.4,21.8
Butter Paratha,Snack,725,34.0,18.7,12.9
Vegan Mushroom,Lunch,634,24.9,28.4,18.2
Grilled Quinoa,Breakfast,426,13.1,65.9,8.6
Herb Pulao,Snack,524,45.7,15.9,6.2
Fried Chole,Snack,521,40.0,20.0,35.1
High Protein Sandwich,Snack,399,14.7,21.5,13.7
Curry Dal,Lunch,355,27.2,62.5,5.8
Dry Chicken,Snack,488,37.8,84.0,20.7
Vegan Rajma,Breakfast,590,48.7,91.9,19.3
Grilled Soya,Breakfast,208,32.6,51.6,31.0
Masala Salad,Dinner,724,5.2,18.7,20.7
Roasted White Rice,Snack,426,38.2,66.5,8.2
Garlic Paratha,Lunch,570,8.1,11.6,36.8
Herb Upma,Breakfast,462,6.5,27.5,35.7
Spicy Chicken,Breakfast,603,5.5,50.6,20.1
Low Fat Dosa,Snack,486,15.5,72.6,23.8
Steamed White Rice,Snack,716,5.1,18.4,38.2
Garlic Upma,Dinner,407,7.7,70.8,25.7
Masala Paneer,Dinner,320,21.1,20.8,19.5
Masala Lentil,Snack,593,34.1,69.3,31.8
Low Fat Sprouts,Breakfast,369,29.0,69.3,27.6
Classic Brown Rice,Snack,241,13.9,78.9,9.2
Mild Lentil,Dinner,371,6.3,66.7,33.1
Spicy Paratha,Breakfast,543,32.0,70.7,24.9
Tandoori Salad,Snack,527,41.1,28.6,33.4
Grilled Brown Rice,Snack,568,44.5,57.6,23.3
Dry Idli,Breakfast,495,47.6,18.7,30.3
Mild Chole,Dinner,556,26.5,99.0,18.8
Fried Dosa,Breakfast,522,7.2,71.5,39.7
Roasted Brown Rice,Dinner,420,13.6,47.2,35.0
High Protein Smoothie,Breakfast,780,43.9,17.7,21.7
Classic Paratha,Dinner,534,17.3,77.9,23.7
Masala Soup,Dinner,213,12.7,56.9,5.2
Mild Mushroom,Breakfast,465,32.0,23.3,11.2
Herb Sprouts,Snack,566,48.5,112.9,33.3
Garlic Sandwich,Snack,202,18.3,94.9,23.2
High Protein Sprouts,Snack,611,15.7,35.4,7.0
Dry Chicken,Snack,499,15.9,34.0,26.9
Steamed Fish,Snack,315,47.5,69.0,11.7
Curry Idli,Dinner,173,49.0,83.0,21.9
High Protein White Rice,Snack,694,12.5,49.4,18.1
Spicy Pulao,Dinner,637,5.1,85.6,14.3
Vegan Sandwich,Breakfast,758,20.3,98.8,19.5
Low Fat Idli,Lunch,314,9.3,117.9,19.3
Tandoori Egg,Snack,678,5.6,100.4,31.1
Dry Lentil,Lunch,205,23.1,35.1,9.7
Grilled Fish,Dinner,247,28.0,118.2,5.6
Grilled Fish,Lunch,173,11.1,73.2,19.3
Garlic Smoothie,Lunch,636,42.1,102.0,15.4
Butter Quinoa,Snack,722,37.9,114.2,14.4
Grilled Pulao,Snack,214,34.3,57.2,13.3
Butter White Rice,Dinner,345,27.7,101.1,10.0
Masala Lentil,Lunch,228,6.2,68.1,14.3
High Protein Poha,Lunch,658,6.0,100.5,36.4
Masala Fish,Dinner,455,49.1,14.6,15.5
Fried Khichdi,Dinner,183,18.3,23.3,21.5
Dry Brown Rice,Dinner,337,19.4,54.5,8.3
Classic Roti,Dinner,501,44.4,99.1,23.8
Low Fat Smoothie,Lunch,771,15.7,115.9,12.0
Butter Pulao,Snack,545,33.5,69.9,25.1
Roasted Paneer,Snack,621,22.1,48.0,21.3
Roasted White Rice,Dinner,643,38.4,86.7,5.4
Classic Pulao,Dinner,593,25.6,72.6,5.5
Grilled Smoothie,Lunch,660,18.1,79.4,21.9
Masala Mushroom,Dinner,675,26.9,96.4,13.7
Classic Poha,Lunch,685,49.4,111.5,10.4
Garlic Dal,Lunch,774,21.9,45.6,9.1
Grilled Chole,Snack,737,38.4,42.7,25.7
Butter White Rice,Breakfast,424,25.0,37.6,36.2
Grilled Khichdi,Snack,284,40.8,53.2,19.5
Herb Tofu,Breakfast,211,15.2,15.2,27.2
Fried Chicken,Dinner,441,31.9,63.9,38.1
Curry Upma,Snack,497,13.0,47.0,17.9
Spicy Tofu,Breakfast,431,38.8,76.3,14.9
Low Fat Idli,Dinner,515,35.9,95.0,11.6
Mild Soya,Lunch,560,23.5,27.7,24.6
Butter Idli,Breakfast,465,44.0,105.9,7.3
Spicy Paneer,Breakfast,260,18.3,32.7,34.4
Classic Biryani,Dinner,770,41.4,118.4,23.9
Tandoori Smoothie,Breakfast,733,29.4,21.1,32.6
Steamed Chole,Dinner,231,37.6,47.4,26.5
Tandoori Smoothie,Breakfast,194,16.3,90.1,35.2
Roasted Khichdi,Snack,494,32.3,118.6,6.4
High Protein Quinoa,Lunch,433,37.4,103.4,27.4
Mild Quinoa,Lunch,740,20.7,21.2,12.0
Garlic Tofu,Snack,601,17.5,73.2,6.5
Herb Quinoa,Snack,795,29.1,74.4,13.6
Tandoori White Rice,Snack,212,7.2,64.4,24.0
Grilled Lentil,Lunch,256,22.1,56.3,29.5
Curry Roti,Snack,533,17.7,45.2,20.2
Steamed Smoothie,Snack,544,17.3,39.6,9.1
Tandoori Brown Rice,Dinner,397,9.1,65.6,23.0
Vegan Chole,Dinner,512,38.5,46.3,25.4
Low Fat Fish,Snack,568,10.9,35.8,17.2
Fried Smoothie,Dinner,549,40.0,76.6,31.5
Vegan Poha,Dinner,755,14.7,80.6,32.9
Garlic Rajma,Snack,195,16.9,101.5,37.1
Classic Sandwich,Lunch,295,16.1,51.7,9.0
Curry Sprouts,Lunch,574,16.6,84.8,26.5
Butter Dosa,Lunch,707,20.1,93.2,10.4
Grilled Roti,Breakfast,449,28.7,103.2,15.0
Mild Chicken,Dinner,181,40.4,24.2,8.9
Low Fat Soya,Breakfast,552,19.5,73.5,19.7
Grilled Oats,Snack,732,17.7,18.2,29.6
Tandoori Rajma,Snack,615,29.9,13.4,7.8
Roasted Lentil,Dinner,715,45.0,113.0,21.7
Low Fat Lentil,Dinner,605,20.0,106.1,37.1
Garlic Chole,Dinner,253,32.6,67.6,24.5
Grilled Smoothie,Dinner,364,25.8,68.1,34.5
Roasted Paratha,Lunch,498,10.9,61.4,25.4
Garlic White Rice,Lunch,413,30.3,78.6,35.5
Herb Paratha,Dinner,626,40.2,54.2,9.4
Dry Idli,Snack,591,40.5,25.2,18.0
Roasted Brown Rice,Breakfast,590,38.3,51.0,21.9
Curry Rajma,Lunch,242,43.3,89.6,17.6
Low Fat Salad,Lunch,348,42.7,55.9,17.9
Mild Upma,Lunch,455,15.6,47.2,27.9
Steamed Sprouts,Breakfast,484,17.2,106.5,11.4
Dry Upma,Breakfast,625,31.5,29.1,23.5
Fried Dal,Lunch,460,27.9,102.7,39.9
Tandoori Oats,Breakfast,405,26.4,87.7,15.5
Masala Egg,Breakfast,438,49.8,54.6,27.2
Masala Smoothie,Breakfast,267,35.4,36.8,32.6
Fried Poha,Lunch,755,19.7,82.2,38.5
Fried Soup,Lunch,578,45.5,43.9,15.8
Grilled Quinoa,Breakfast,613,45.4,108.9,14.3
Masala Mushroom,Snack,595,36.0,80.8,36.8
Butter Salad,Snack,748,6.1,76.4,20.3
Dry White Rice,Dinner,331,39.4,61.3,8.0
Masala Paratha,Lunch,675,17.2,68.7,36.0
Butter White Rice,Dinner,406,25.1,86.5,22.5
Butter Sandwich,Dinner,297,35.8,82.8,32.2
Garlic Mushroom,Dinner,211,44.3,21.5,14.1
Masala Idli,Snack,633,27.6,94.5,11.2
Masala White Rice,Snack,160,39.3,59.5,14.8
Dry Idli,Breakfast,508,25.7,77.0,16.9
Mild Upma,Breakfast,245,6.8,99.2,23.4
Steamed Quinoa,Lunch,770,16.6,30.3,10.4
Dry Paneer,Lunch,408,23.4,109.8,13.9
Dry Biryani,Dinner,408,11.2,114.6,8.0
Vegan White Rice,Dinner,540,43.4,54.4,38.6
Roasted Rajma,Snack,350,24.8,109.6,33.4
Vegan Soya,Lunch,704,43.2,58.9,30.1
Masala Dosa,Dinner,278,19.2,15.7,25.4
Masala Fish,Breakfast,172,16.4,92.2,17.6
Low Fat Soup,Snack,587,25.0,65.6,37.1
Masala Rajma,Snack,682,18.7,52.8,22.9
Vegan Rajma,Lunch,315,34.1,104.3,8.0
Classic Lentil,Breakfast,686,37.4,26.8,20.8
Low Fat Quinoa,Breakfast,392,45.0,88.1,6.4
Classic Smoothie,Dinner,260,23.3,59.2,22.1
Fried Rajma,Breakfast,516,38.6,63.8,19.3
High Protein Rajma,Lunch,718,5.4,60.6,29.5
Low Fat Poha,Lunch,498,26.0,69.5,6.0
Curry Idli,Breakfast,497,33.5,36.5,20.0
High Protein Lentil,Breakfast,320,33.3,65.1,30.5
Roasted Chole,Dinner,503,39.0,113.4,16.9
Low Fat Lentil,Dinner,731,20.7,55.7,36.9
Tandoori Brown Rice,Lunch,301,17.5,118.2,15.7
Curry Soya,Lunch,257,24.8,15.1,7.7
Curry Chicken,Lunch,405,15.8,33.5,20.5
Dry Pulao,Dinner,676,17.7,87.7,7.0
Curry Khichdi,Lunch,156,24.9,24.4,35.8
Spicy Fish,Lunch,248,40.8,57.7,6.7
Dry Mushroom,Breakfast,428,17.8,100.8,14.9
Herb Dal,Lunch,737,16.6,10.4,19.7
Roasted Lentil,Snack,509,18.5,91.3,20.7
Butter Chole,Breakfast,751,42.4,35.7,11.2
Spicy Brown Rice,Snack,635,43.8,45.7,14.0
Classic Egg,Lunch,488,16.1,71.3,25.7
Grilled Brown Rice,Breakfast,500,16.9,88.2,11.9
Tandoori Egg,Breakfast,537,30.9,19.6,29.4
Garlic Egg,Snack,272,17.8,11.9,38.5
Tandoori Mushroom,Breakfast,573,7.0,111.5,32.4
Dry Biryani,Dinner,399,12.7,77.1,15.5
Mild Paneer,Dinner,484,21.0,63.4,7.0
Roasted Chicken,Snack,794,48.8,48.4,7.3
Masala Chole,Lunch,301,47.9,103.3,7.4
Vegan Rajma,Lunch,407,33.9,72.5,10.5
Low Fat Salad,Dinner,661,41.7,105.3,25.8
Mild Brown Rice,Lunch,203,49.0,117.7,29.3
Butter White Rice,Breakfast,272,30.5,28.0,19.9
High Protein Fish,Lunch,533,49.4,104.9,34.8
Mild White Rice,Lunch,308,22.0,100.5,20.8
Classic Idli,Dinner,508,8.5,32.8,37.9
Steamed Chole,Snack,548,49.6,73.3,29.2
Butter Sprouts,Snack,237,33.1,34.4,29.6
Tandoori Poha,Lunch,637,20.2,22.4,19.3
Tandoori Pulao,Dinner,497,36.2,57.2,23.4
Grilled Oats,Breakfast,329,31.2,30.9,33.8
Mild Pulao,Breakfast,190,17.0,111.2,14.5
Masala Egg,Lunch,538,21.9,32.3,39.8
Steamed Pulao,Breakfast,708,31.2,91.5,13.6
Grilled Sprouts,Snack,515,18.7,117.2,19.0
Butter Oats,Dinner,369,32.3,111.1,37.4
High Protein Soya,Dinner,795,14.6,46.7,20.8
Classic Poha,Breakfast,153,47.7,78.8,24.5
Dry Chicken,Lunch,699,44.1,70.2,22.9
Low Fat Egg,Breakfast,533,10.8,82.0,37.2
Tandoori Quinoa,Lunch,548,20.6,89.6,5.2
Classic Salad,Snack,261,11.6,50.4,23.4
Herb Roti,Dinner,235,8.3,10.3,5.8
Curry Soya,Breakfast,762,16.1,80.8,32.5
High Protein Paratha,Lunch,772,24.5,30.3,33.2
Curry Sandwich,Dinner,734,41.0,55.1,15.6
Curry Rajma,Breakfast,602,36.8,65.5,30.2
Grilled Egg,Lunch,655,9.2,57.3,25.8
Mild Biryani,Breakfast,541,32.7,52.6,6.6
Vegan Oats,Breakfast,464,17.6,64.1,24.2
Classic Poha,Breakfast,367,10.3,99.7,12.0
Masala Soup,Dinner,190,8.8,38.6,5.8
Fried Mushroom,Snack,536,31.7,100.4,32.1
Tandoori Brown Rice,Breakfast,285,38.8,103.5,9.7
Dry Chole,Dinner,779,11.9,11.1,33.2
Fried Roti,Breakfast,483,7.4,13.8,28.8
High Protein Pulao,Dinner,297,16.8,18.0,36.2
High Protein Rajma,Breakfast,445,29.0,57.9,27.6
Low Fat White Rice,Dinner,234,30.2,103.9,9.3
High Protein Brown Rice,Snack,455,39.7,108.3,26.8
Fried Upma,Dinner,693,46.9,94.6,20.3
Garlic Chicken,Lunch,556,7.1,107.2,32.9
Spicy Paneer,Breakfast,565,49.8,105.2,27.1
High Protein Idli,Snack,256,31.6,49.2,28.6
Dry Dosa,Snack,377,17.3,54.0,38.6
Mild Roti,Dinner,586,38.7,95.6,12.1
Butter Roti,Snack,449,12.7,117.1,21.0
Tandoori Mushroom,Dinner,275,36.5,51.0,23.8
Fried Paneer,Lunch,211,7.7,27.5,28.9
Mild Brown Rice,Breakfast,753,46.8,48.1,8.6
Butter Mushroom,Snack,256,17.0,50.4,10.5
Curry Soya,Breakfast,622,14.0,56.9,7.5
Butter Sandwich,Breakfast,157,17.8,116.9,14.8
Dry Soup,Dinner,164,23.2,57.0,26.9
Classic Roti,Breakfast,382,37.8,14.7,5.0
Steamed Sandwich,Snack,222,31.4,116.9,29.3
Tandoori Chole,Lunch,616,29.6,61.7,21.1
Vegan Paratha,Lunch,205,47.4,75.0,8.6
Garlic Idli,Snack,248,40.4,103.6,7.4
Roasted Soya,Breakfast,261,39.8,26.2,10.9
Fried Oats,Lunch,709,36.8,13.0,12.8
Steamed Salad,Breakfast,609,30.3,65.9,6.8
Garlic Sandwich,Snack,301,34.7,45.4,39.8
High Protein Soya,Lunch,544,7.2,30.5,17.0
Grilled White Rice,Dinner,786,29.2,111.9,32.4
Grilled Roti,Snack,228,30.4,54.0,7.8
High Protein Brown Rice,Lunch,192,37.5,102.4,24.2
Herb Sandwich,Snack,166,6.3,40.4,25.3
Garlic Smoothie,Lunch,241,41.5,24.1,29.7
Masala Soup,Breakfast,264,19.5,31.0,24.7
Vegan Paneer,Lunch,625,26.3,105.3,39.3
Mild Chicken,Dinner,453,14.3,105.4,9.0
Fried Pulao,Dinner,515,10.5,35.7,26.1
Mild Poha,Lunch,618,11.9,94.4,29.7
Fried Upma,Lunch,683,9.0,102.9,34.5
Mild Rajma,Dinner,167,32.3,104.6,38.5
Herb Brown Rice,Dinner,490,46.8,75.8,26.7
Fried Idli,Breakfast,396,48.6,76.7,24.6
Tandoori Fish,Breakfast,274,25.5,66.6,22.1
Butter Quinoa,Dinner,591,9.1,71.3,33.9
Mild Rajma,Breakfast,272,34.7,114.0,16.5
Steamed Egg,Dinner,448,41.1,87.7,31.7
Dry Chicken,Breakfast,345,45.7,16.8,11.5
Fried Upma,Dinner,205,25.4,55.6,24.0
Spicy Brown Rice,Dinner,196,15.2,50.0,5.5
Steamed Paneer,Breakfast,337,10.6,19.3,38.6
Classic Brown Rice,Snack,613,44.2,73.5,32.6
Tandoori Tofu,Lunch,656,40.2,111.0,31.3
